Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010
100,-153.1900,-9.2370,-3.2190,-11.6700,-48.9630,-90.3760,-16.5160,-186.3950,-348.5030,-108.4440,-41.3250,-50.0000
203,-31.7760,-4.7600,-50.3210,-32.6160,-30.8040,12.0710,-18.6470,-22.1900,24.8160,35.6720,56.9250,240.4660
348,1.3720,-148.7160,6.6110,-9.9210,-5.9480,11.6240,-95.5830,-77.0830,78.8370,81.7140,66.1630,75.0000
616,-51.8720,-828.5850,316.5880,17.8400,-107.6260,-117.5010,-94.4060,-249.6480,-235.0110,-199.1800,-104.0720,55.6440
498,99.0750,182.2500,119.6410,97.3620,90.2520,-5.6020,-0.3180,-89.1120,-120.7560,-252.5000,-320.0000,-171.7480
642,81.6690,-259.8770,-94.7660,-20.8490,-51.1000,-62.5380,-96.5350,-120.9710,-529.2050,-300.0000,-200.0000,-100.0000
643,-354.8820,-973.6120,-661.0680,-277.4210,-307.2720,622.8870,1107.0000,906.6150,2219.7180,2208.2190,1564.4260,1135.7370
703,19.4290,22.3580,-19.5270,-48.5670,-19.5180,-9.6960,-27.7240,-35.3120,-8.8380,2.5600,7.5020,36.6840
804,-70.0120,-285.9190,294.9220,300.0640,260.0490,-12.0780,25.4630,1.9150,100.4530,-547.0910,-172.8290,-40.0060
924,-569.6660,-145.4240,177.0700,64.8430,364.2150,274.5470,48.5550,300.6960,151.2580,543.0490,1427.0700,1691.1170
830,2.1860,2.2510,2.9340,3.8800,4.2500,1.7260,5.3800,6.0850,0.7520,2.8000,3.0000,4.5000
208,-18.2800,-32.6400,2.2560,21.8660,23.2560,14.9250,9.3190,32.8390,65.4660,74.5680,46.3060,90.3160
233,35.4900,21.7270,41.9010,47.0480,36.3690,19.4760,29.9750,15.0320,-107.7950,-36.5710,0.9100,0.0000
246,-44.8160,-39.8220,-61.8430,-102.6600,23.2080,-35.8690,22.7540,15.5100,42.6250,19.5540,33.3170,72.6340
352,-0.3470,0.2940,-1.3220,-2.7920,-0.7290,-4.0930,-0.0500,0.3200,-1.2340,1.9720,3.8990,10.4170
372,-146.2710,-207.4200,-109.7280,-50.8670,37.3280,53.0560,-50.7450,-115.1930,-10.6470,83.4110,199.9480,100.0000
428,18.2260,52.5170,69.0530,65.8250,55.6990,39.1070,38.6000,41.7630,-133.7990,-39.9650,-19.5840,-10.0000
440,-81.1990,-37.0090,18.2710,26.6070,38.4390,38.2640,38.7640,33.1600,-98.7950,-105.5280,-35.8400,-35.4950
578,-14.5020,-10.1650,-2.7990,5.0340,15.9950,20.0400,24.5120,33.9440,42.3560,58.6840,67.2460,171.2320
752,43.1320,38.8920,74.0970,130.1630,19.4400,83.2420,26.5960,132.3450,150.7660,49.0700,155.3940,265.6490
826,-357.9200,69.9660,142.5630,-84.8530,106.4150,39.1190,-97.4950,98.7580,205.4430,429.4160,968.3500,1020.2110
925,-1088.6400,-1877.1800,-1568.8560,-1653.6270,68.2470,691.0380,139.5570,-7.9740,284.7510,1183.4270,4716.3610,4538.0420
8,2.3270,2.8640,2.5160,1.4920,0.9560,-5.5490,-4.7720,22.8710,-423.2850,-270.2450,-72.2430,-47.8890
70,-43.0510,-133.4630,-149.7600,-138.8110,-79.9450,-84.8410,-21.9480,-24.1410,-1025.0000,281.7950,61.8250,-10.0000
191,-52.2510,-88.0910,-71.8810,-72.8070,-0.1530,9.8510,25.9990,6.9220,152.6750,-160.0000,-12.8960,10.0000
300,-76.8350,-123.9300,-217.2710,-187.7000,-72.0300,277.7790,64.1100,154.5710,469.7080,300.3040,192.5050,154.0040
380,-203.8820,-559.7820,-231.6940,-231.8070,19.4060,164.8960,266.3950,-10.2410,152.5560,225.3470,1853.6900,1998.9260
470,-27.2510,-26.2080,-26.2620,-12.2970,-9.8020,4.1300,5.9180,2.3230,6.1780,2.2410,8.6240,5.0000
499,7.3390,13.7820,16.4670,-8.3150,12.0940,9.9960,-16.2440,17.7420,11.3460,-32.4500,-20.6320,-2.5080
620,-265.0810,-329.4120,-547.8840,-701.6000,108.1870,198.6290,-66.8940,-147.8730,149.1220,173.6040,180.0000,150.0020
688,35.2060,-50.0570,-88.1400,-89.7440,-20.6510,7.6800,-10.3600,27.4880,450.5660,-147.8890,-338.5440,0.0000
705,-26.1590,-23.4790,-16.0040,-21.7850,16.8330,33.7680,17.3480,20.7610,37.7380,24.2060,22.5190,22.0000
724,-435.5440,-459.0110,-193.8070,-145.9360,96.9900,76.9030,-43.2910,-67.6710,319.2680,796.0190,2829.2280,2250.0050
807,-5.8520,-103.8140,-50.7490,-49.7360,-8.2380,-7.3520,-84.7010,-14.9520,-27.4790,-9.0000,-4.0000,2.0000
926,509.6310,1645.5520,2688.6680,1542.7350,1816.0300,664.2900,330.6540,2341.6650,4239.3280,1395.6120,2297.3030,1686.3420
40,-77.3350,-51.8010,15.9130,50.4120,83.5090,5.5750,18.4450,110.7010,234.0160,65.0280,219.8930,160.0000
56,38.5520,54.1800,82.0060,51.9010,73.6420,22.4660,-34.9080,51.5590,85.1790,61.3390,195.9040,200.0000
250,231.5370,810.4070,1392.5370,484.5500,543.2130,254.0570,289.3510,278.1910,122.8900,187.8470,765.8420,500.0010
276,275.1680,721.1120,898.5250,802.9770,888.5370,329.1960,-108.4860,1620.9560,3306.2700,839.1910,768.9990,550.0010
442,4.4910,2.8120,11.0780,4.0350,20.6010,6.0120,1.8400,11.8670,19.9230,19.8950,14.4450,42.4690
528,-94.6680,-22.2210,11.5890,54.6360,179.4600,180.7180,79.5250,133.8450,220.0830,153.5530,144.6200,50.0060
