Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010
418,-0.0010,0.0050,0.0070,0.0020,0.0030,-12.6670,-2.0410,0.0070,-1.3410,-3.4610,-4.1550,-2.5100
458,-1.0980,-0.0140,0.7380,-0.0500,-0.2150,0.1430,2.4040,5.4320,3.3060,3.8240,3.2040,0.6200
104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3170,-0.7270,-0.6180,0.0180,-4.3820,-2.1210
608,0.0000,0.0000,0.0000,-1.6480,-1.2470,-1.4270,-0.7000,-1.0340,-2.1250,-2.1180,-2.7700,-2.7590
702,11.2650,9.2520,0.0490,-0.0370,0.5430,1.2200,12.0770,8.4790,14.2640,13.7210,11.3600,30.8690
764,0.0000,0.0000,0.0000,0.0000,2.0300,1.2780,1.3700,1.8450,-3.7950,1.9410,3.3970,1.4500
626,0.3820,0.7550,0.5040,0.6940,0.7150,-31.3090,3.5070,1.0070,-1.0980,-38.5550,8.7800,-9.3560
704,0.0000,0.0000,0.0000,0.0000,0.0000,-4.0560,-1.1370,-1.0430,-0.8950,-0.7520,-1.0680,-1.0070
922,1.2380,0.7460,0.0400,-0.4020,0.5870,0.8680,1.6960,-0.4610,-0.1450,-1.6050,2.2620,5.2300
51,6.1970,9.4290,5.6490,7.1920,5.9270,1.2210,-2.8960,-3.9460,-29.5510,-14.2870,-6.5120,-4.8720
31,-0.9560,1.9930,-1.3830,-1.4880,-0.5000,-2.4240,-3.3520,-4.3560,-3.0910,-3.2130,1.2760,1.1990
48,5.0820,10.7150,-4.9850,-7.2320,16.0350,31.4300,1.6470,5.6710,2.0830,6.5120,7.3630,90.1730
196,-5.3910,-2.4110,-14.9130,-2.6260,0.9660,-0.3640,-7.9560,4.6700,10.6520,11.8440,12.5170,8.2700
268,6.9980,4.3620,-1.7730,0.0830,-2.6290,-3.2170,-0.8270,-2.4010,-20.6690,-15.8950,-13.4030,-6.7960
368,-0.0180,-0.0320,-0.0470,-0.1490,-0.1580,-0.7490,-2.7370,-7.6730,-1.6360,-0.1620,-4.5310,-1.0170
376,35.2250,17.5970,18.1030,5.3940,10.7250,3.5320,0.1330,3.0490,18.5890,8.6480,3.2630,7.8050
400,44.8440,30.8830,7.0560,36.3860,-3.2400,-7.5140,6.4020,7.6020,20.5950,-8.1770,-3.6930,7.0400
414,18.8310,28.5290,82.1470,44.4610,24.1650,16.6980,13.1770,12.4270,-64.7940,13.9790,15.3740,22.2070
422,0.2100,4.5200,1.9460,-2.9990,-0.7650,-20.5760,-15.4930,-15.0840,14.3500,0.0000,5.1320,-0.6040
275,-14.3390,-13.2180,-13.7420,-48.9970,-5.2730,-11.8200,-7.5170,-4.0980,2.9930,4.8320,-11.2520,-4.7400
512,-4.1790,-3.7800,-3.3670,-1.4680,6.2500,14.6970,11.9860,1.0570,6.3900,-20.3670,-4.2610,11.7420
634,37.1910,21.6870,54.3780,46.0980,50.6840,29.4620,69.1800,27.3340,-9.2110,15.6880,48.2750,132.8940
682,1.3260,0.9880,5.7060,7.1000,15.0000,23.2280,24.1790,7.3350,-1.4030,-9.1020,15.6580,8.2000
760,-3.8270,-0.7080,-0.6440,-0.5450,-2.3430,-3.9310,-1.7860,-2.5590,-1.0570,-1.7240,6.3620,-0.5750
792,-0.3490,-1.3920,-2.1330,-1.9910,-1.6780,-1.7590,-0.3320,-0.5800,-0.7080,-0.4900,-0.3040,-0.1420
784,-4.2860,-4.5020,62.5130,57.7680,131.5430,100.0980,29.5010,32.8730,31.5190,34.8840,43.9260,106.2650
887,-2.2220,-3.0610,-3.7210,-8.3440,-11.0000,-2.0500,-1.1300,-0.9210,9.5950,-1.2170,-1.0420,-1.2080
908,-0.7120,-0.9700,0.3170,-0.0090,0.5950,0.5710,0.3750,0.7650,1.6180,1.1120,2.5570,2.4640
923,-0.7430,-2.0260,-0.2430,0.0140,-0.1900,0.2220,0.5300,0.0620,0.7620,0.6000,0.5830,0.7640
112,-10.0210,-4.3730,-5.3400,0.0940,-1.0030,-0.5490,0.2190,-0.6430,0.0000,0.0000,0.4020,-1.0300
100,-4.1540,-0.2400,-0.0800,-0.2800,-1.1380,-2.0560,-0.3710,-4.1940,-8.1160,-2.6510,-1.0500,-1.3130
203,-0.7010,-0.1010,-1.0480,-0.6700,-0.6230,0.2380,-0.3630,-0.4310,0.4810,0.6940,1.1130,4.6440
348,0.0290,-3.0030,0.1310,-0.1940,-0.1140,0.2190,-1.8000,-1.4740,1.5230,1.5910,1.3040,1.4950
616,-0.3980,-5.8850,2.1050,0.1120,-0.6470,-0.6760,-0.5190,-1.3270,-1.2300,-1.0390,-0.5440,0.2910
498,7.9770,12.9470,7.5500,5.6200,4.8570,-0.2850,-0.0150,-4.1550,-5.5500,-11.9590,-16.2570,-9.3600
642,0.9670,-2.8960,-1.0120,-0.2120,-0.4930,-0.5760,-0.8590,-1.0530,-4.6130,-2.6740,-1.8200,-0.9250
