Country code;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100
768;1395.4580;1426.1300;1442.9500;1453.2880;1462.6550;1474.7050;1491.1450;1511.8260;1535.0160;1557.8510;1577.7080;1593.6570;1607.7350;1625.4930;1654.4510;1699.5410;1763.3320;1843.0040;1931.4800;2018.6690;2097.2730;2165.3350;2225.0520;2278.4180;2328.9710;2379.6490;2430.1200;2480.2910;2533.7210;2594.9140;2666.9210;2751.1510;2846.3050;2949.2790;3055.4790;3161.3270;3266.8570;3372.5620;3475.9640;3574.1350;3665.5090;3747.7500;3822.5910;3897.5100;3982.8040;4085.4920;4208.7380;4349.3490;4500.1730;4650.7540;4793.5040;4926.1420;5050.9190;5170.2520;5288.2730;5408.0440;5529.9080;5652.8110;5776.8370;5901.8590;6027.7980;6154.8130;6283.0920;6412.5600;6543.0710;6674.4910;6806.7950;6939.9450;7073.7580;7208.0120;7342.5180;7477.1630;7611.8870;7746.6200;7881.3060;8015.8880;8150.2830;8284.4020;8418.1630;8551.4870;8684.2980;8816.5190;8948.0840;9078.9350;9209.0230;9338.2920;9466.6720;9594.0900;9720.4890;9845.8100;9969.9910;10092.9670;10214.6580;10334.9620;10453.7670;10570.9720;10686.4930;10800.2640;10912.2190;11022.3010;11130.4480;11236.6040;11340.6950;11442.6200;11542.2690;11639.5500;11734.4030;11826.7990;11916.7230;12004.1730;12089.1470;12171.6250;12251.5840;12329.0120;12403.9010;12476.2490;12546.0540;12613.3230;12678.0630;12740.2880;12800.0160;12857.2540;12912.0220;12964.3590;13014.3160;13061.9330;13107.2400;13150.2510;13190.9740;13229.4110;13265.5700;13299.4730;13331.1530;13360.6320;13387.9390;13413.1010;13436.1500;13457.1180;13476.0400;13492.9550;13507.9030;13520.9220;13532.0540;13541.3380;13548.8170;13554.5350;13558.5380;13560.8760;13561.5970;13560.7550;13558.4070
935;1403388.5870;1434859.1690;1464014.2260;1492182.6140;1520376.7590;1549292.7250;1579294.7660;1610430.7640;1642478.2970;1675021.6440;1707682.3780;1740365.5090;1773474.7730;1808004.9300;1845280.2900;1886185.7330;1931078.1650;1979499.6230;2030496.8650;2082684.5400;2134992.6480;2187206.4960;2239438.6560;2291347.5670;2342614.1210;2393055.6530;2442427.0310;2490840.1610;2538936.5070;2587626.3780;2637585.5180;2688921.9550;2741477.2680;2795321.1930;2850466.9010;2906850.8380;2964557.4890;3023408.2640;3082734.4340;3141647.8540;3199480.8730;3255949.3340;3311117.0010;3365096.1270;3418144.5390;3470446.1020;3522012.9210;3572732.3270;3622533.3440;3671318.7530;3719044.2380;3765678.4290;3811319.6390;3856213.8260;3900689.9780;3944992.3600;3989187.9700;4033234.1470;4077124.2850;4120814.7400;4164252.2970;4207447.7040;4250360.7240;4292815.7860;4334583.0950;4375482.4350;4415432.6090;4454423.4370;4492433.6380;4529466.8820;4565520.4400;4600561.9230;4634552.6090;4667480.9130;4699341.5830;4730129.5950;4759830.9750;4788435.6510;4815948.8940;4842381.6650;4867740.6970;4892024.0880;4915223.4070;4937331.2140;4958338.0100;4978235.7820;4997022.4760;5014696.1760;5031249.4550;5046673.8620;5060963.8070;5074121.8150;5086151.5250;5097051.1650;5106818.8060;5115457.3520;5122973.3040;5129381.8030;5134706.4530;5138976.7700;5142220.0280;5144458.2420;5145708.7860;5145989.9750;5145319.2180;5143717.1850;5141208.1810;5137821.8050;5133591.3250;5128553.2190;5122743.1200;5116189.6420;5108922.9090;5100982.1790;5092409.3750;5083242.7080;5073514.6980;5063251.8750;5052478.7240;5041216.7990;5029488.7920;5017324.3150;5004751.9830;4991792.2490;4978463.3530;4964787.1270;4950789.6710;4936503.5790;4921965.5140;4907215.7180;4892292.2790;4877221.5550;4862031.9000;4846765.3280;4831467.3700;4816176.1020;4800918.6300;4785710.9910;4770565.1460;4755487.1360;4740483.5380;4725563.6570;4710738.7630;4696020.2790;4681417.7060;4666936.7040;4652578.4450;4638339.2240;4624210.3340;4610178.1670;4596224.2860
906;672431.6540;689661.8500;703878.5620;716383.7740;728171.7210;739928.8990;752019.0630;764498.2270;777159.6460;789608.8500;801488.6020;812718.8940;823706.9590;835437.2350;849216.4160;865923.4410;885890.1180;908680.0690;933434.7510;958895.8490;984073.0020;1008793.2790;1033110.1700;1056535.9260;1078546.8670;1098809.4630;1117049.7890;1133416.2550;1148548.0160;1163370.8130;1178587.2430;1194323.2640;1210462.1120;1227161.9320;1244548.2100;1262663.2650;1281649.1570;1301393.3620;1321354.0740;1340787.9970;1359148.8660;1376216.4170;1392097.3960;1406973.7450;1421168.3500;1434911.5080;1448256.3340;1461094.1990;1473311.6410;1484741.1530;1495281.3330;1504893.5880;1513677.4340;1521838.3400;1529657.5330;1537343.4630;1544963.4230;1552479.2770;1559862.4030;1567045.0860;1573969.9670;1580645.7370;1587076.6660;1593190.1770;1598892.0850;1604111.1630;1608817.6930;1613016.2740;1616713.3720;1619929.5650;1622681.0130;1624962.8270;1626767.9520;1628109.9270;1629007.1970;1629474.2180;1629517.2300;1629136.6640;1628334.1620;1627109.5160;1625463.3130;1623400.9230;1620926.9600;1618040.3630;1614738.5290;1611021.5400;1606894.5600;1602365.9910;1597443.7050;1592136.9980;1586456.0580;1580412.0520;1574016.6900;1567282.3180;1560222.1110;1552850.7980;1545181.4710;1537231.6930;1529026.6560;1520595.1640;1511962.8360;1503149.9760;1494171.3970;1485040.6590;1475769.0380;1466369.6770;1456859.2860;1447257.5310;1437584.0250;1427859.4480;1418103.7650;1408330.9570;1398557.3510;1388807.6190;1379108.9100;1369483.2220;1359946.0900;1350504.4940;1341160.4900;1331911.3080;1322756.0140;1313702.8620;1304760.0250;1295925.9780;1287196.7870;1278571.9110;1270056.4920;1261660.6450;1253395.3420;1245273.8930;1237309.2780;1229506.9790;1221876.2160;1214438.1900;1207218.1330;1200235.1400;1193497.9230;1187006.4840;1180759.5320;1174751.6790;1168977.6210;1163433.5650;1158116.7310;1153024.1720;1148151.4400;1143491.3170;1139033.4160;1134763.9100;1130665.4660;1126717.3040;1122895.2250
156;550771.4330;566170.8680;578489.7140;589018.8910;598746.8730;608359.6850;618226.2240;628412.9380;638727.8820;648794.1410;658270.0940;667084.3650;675641.4080;684909.6070;696171.6500;710290.2990;727601.0560;747678.7720;769666.5050;792308.7490;814622.8410;836431.5050;857804.0350;878305.0910;897479.1530;915040.9540;930744.6990;944726.6070;957584.1050;970179.2120;983170.6380;996667.5620;1010574.7970;1025090.4750;1040397.9580;1056579.2190;1073792.0410;1091904.9670;1110339.2060;1128297.5640;1145195.2290;1160799.5140;1175230.3120;1188687.5270;1201522.5700;1213986.6100;1226134.4230;1237849.8610;1249020.1520;1259476.9660;1269116.7370;1277903.6270;1285933.7890;1293396.6540;1300552.1340;1307593.4890;1314581.4020;1321481.9350;1328275.5240;1334908.8200;1341335.1520;1347565.3240;1353600.6870;1359368.4700;1364773.1380;1369742.5180;1374247.4940;1378293.6270;1381887.0620;1385047.7960;1387791.5120;1390113.1850;1392005.7270;1393482.3750;1394561.2360;1395256.4470;1395573.5570;1395512.6500;1395075.7620;1394263.3290;1393076.0680;1391518.4750;1389593.7060;1387299.3980;1384631.3950;1381587.9710;1378172.7340;1374391.9120;1370250.0880;1365752.7190;1360906.4970;1355720.4300;1350204.1270;1344366.5720;1338217.3230;1331768.0880;1325029.8710;1318018.9570;1310759.4100;1303279.3440;1295603.7630;1287751.6960;1279737.1600;1271574.2500;1263275.3070;1254854.0910;1246326.6200;1237711.5150;1229028.1930;1220297.1650;1211537.8220;1202763.2110;1193988.0410;1185234.7550;1176527.8260;1167886.7080;1159325.0640;1150848.0660;1142455.2780;1134141.2870;1125902.6290;1117746.1510;1109678.1490;1101693.6400;1093784.7620;1085948.0480;1078186.9060;1070511.4170;1062933.6050;1055468.7890;1048131.5490;1040927.7330;1033866.3340;1026968.9710;1020261.2990;1013762.9940;1007483.2210;1001422.9020;995582.3860;989958.2660;984546.8530;979345.3680;974351.5150;969562.5150;964973.9870;960578.9080;956367.2610;952325.8320;948438.1370;944684.4870;941042.0010
344;1973.9980;2036.1190;2133.5440;2249.2550;2370.7290;2489.9550;2603.6510;2713.0410;2823.1610;2941.7120;3075.6050;3227.2780;3391.4800;3553.8810;3694.9960;3801.6800;3868.3680;3901.5310;3914.9780;3928.8170;3958.0920;4005.6610;4068.3110;4147.5030;4243.4200;4355.2080;4485.7160;4633.2250;4786.4670;4930.1760;5053.5540;5151.9200;5228.6700;5291.0600;5350.3130;5414.6300;5486.8010;5564.4270;5644.4800;5721.9870;5793.8570;5857.0680;5914.1140;5973.7540;6048.0240;6144.3160;6268.2830;6414.1090;6563.8600;6692.6360;6783.3170;6828.8690;6836.7660;6822.2330;6807.7520;6809.8590;6832.9890;6872.7800;6926.3680;6987.9760;7053.1890;7122.1870;7196.4500;7274.1250;7352.9450;7431.1760;7507.8410;7582.8780;7656.6230;7729.8690;7803.1440;7876.2670;7948.7290;8020.3700;8091.0070;8160.4470;8228.6220;8295.3700;8360.3020;8422.9460;8482.9560;8540.2250;8594.8060;8646.7270;8696.0880;8743.0150;8787.5270;8829.7590;8870.1200;8909.1400;8947.2430;8984.5480;9021.1130;9057.2070;9093.1260;9129.0460;9165.1430;9201.3200;9237.1370;9271.9590;9305.3250;9337.0920;9367.3670;9396.2390;9423.8810;9450.4310;9475.9020;9500.2580;9523.5400;9545.7970;9567.0760;9587.4290;9606.9050;9625.5580;9643.4400;9660.6120;9677.1500;9693.1280;9708.6090;9723.6560;9738.3400;9752.7250;9766.9180;9781.1030;9795.4980;9810.2810;9825.5400;9841.3190;9857.6880;9874.7100;9892.4240;9910.8710;9930.0580;9949.9590;9970.5150;9991.6740;10013.4350;10035.7790;10058.6070;10081.7940;10105.2490;10128.9290;10152.8380;10177.0070;10201.4800;10226.2880;10251.4530;10276.9770;10302.8480;10329.0320;10355.4800
446;196.4820;195.9490;193.7410;190.2840;186.0290;181.4450;177.0360;173.3240;170.8370;170.0810;171.4500;175.1290;181.0200;188.6980;197.5190;206.9060;216.8690;227.2560;237.1270;245.3080;250.9950;253.8790;254.2800;252.8430;250.5480;248.2110;245.9130;243.7250;242.4550;243.0670;246.2300;252.2510;260.9130;271.6650;283.6620;296.2100;309.2120;322.6370;335.9310;348.4430;359.7090;369.4930;377.8860;385.1930;391.9060;398.4260;404.8080;411.0500;417.4350;424.2920;431.8670;440.2650;449.4720;459.4560;470.1270;481.3900;493.2670;505.7090;518.4630;531.1950;543.6560;555.7310;567.4410;578.8440;590.0610;601.1760;612.1760;623.0050;633.6580;644.1290;654.4070;664.4880;674.3580;683.9830;693.3200;702.3360;711.0170;719.3620;727.3600;735.0080;742.3030;749.2410;755.8210;762.0540;767.9520;773.5280;778.7880;783.7350;788.3850;792.7510;796.8500;800.6880;804.2710;807.6060;810.6990;813.5530;816.1780;818.5760;820.7500;822.7020;824.4300;825.9410;827.2400;828.3290;829.2120;829.8940;830.3780;830.6740;830.7880;830.7280;830.5030;830.1220;829.5930;828.9280;828.1400;827.2380;826.2340;825.1400;823.9690;822.7310;821.4430;820.1150;818.7590;817.3880;816.0130;814.6480;813.3030;811.9910;810.7280;809.5270;808.4030;807.3660;806.4240;805.5900;804.8770;804.2950;803.8480;803.5380;803.3700;803.3440;803.4620;803.7200;804.1100;804.6230;805.2460;805.9650;806.7650;807.6310;808.5430;809.4810;810.4260
408;9736.8220;9559.2860;9458.4180;9438.0590;9497.5690;9631.8310;9830.9470;10080.5420;10362.6480;10657.2000;10946.4790;11219.8760;11478.0460;11734.6900;12011.5090;12323.3450;12671.9540;13048.4990;13444.4110;13847.2480;14246.7720;14642.7310;15034.5210;15411.3020;15759.9090;16072.0890;16341.3630;16572.7880;16784.0680;17000.2520;17239.3400;17508.4350;17802.2730;18111.4910;18421.1950;18720.8880;19006.4580;19282.3720;19556.6570;19841.1070;20143.2120;20466.1800;20804.2490;21145.0520;21471.4070;21770.8980;22038.8930;22278.7230;22495.7150;22698.6740;22894.0950;23083.4190;23264.5760;23436.5500;23597.3830;23745.9410;23882.4650;24008.6060;24126.3290;24238.1790;24346.2290;24451.2850;24553.6720;24654.3580;24754.2620;24854.0540;24954.1910;25054.7580;25155.4930;25255.8670;25355.3540;25453.8630;25551.1210;25646.1480;25737.7050;25824.7820;25906.9730;25984.0900;26055.6260;26121.0970;26180.1660;26232.6310;26278.5130;26318.0220;26351.5240;26379.3860;26401.7420;26418.8160;26431.2170;26439.6860;26444.8550;26447.0370;26446.4550;26443.5390;26438.7270;26432.3660;26424.6940;26415.8100;26405.7250;26394.3580;26381.6310;26367.6140;26352.3160;26335.5040;26316.8630;26296.1550;26273.3450;26248.4810;26221.5150;26192.4090;26161.1750;26127.8310;26092.4850;26055.3540;26016.7210;25976.8430;25935.8440;25893.8420;25851.0750;25807.8060;25764.2580;25720.5670;25676.8220;25633.1340;25589.5930;25546.2700;25503.2520;25460.5780;25418.2030;25376.0410;25334.0330;25292.1820;25250.5260;25209.0620;25167.7940;25126.7260;25085.8830;25045.2810;25004.9030;24964.7240;24924.7420;24884.9930;24845.5450;24806.4850;24767.9150;24729.9380;24692.6540;24656.1610;24620.5520;24585.9160;24552.3380
392;82199.4700;83794.1170;85174.3020;86377.2030;87437.8370;88389.0610;89261.6110;90084.0660;90882.7090;91681.3280;92500.5720;93357.2720;94263.8470;95228.0520;96253.6980;97342.7730;98495.8910;99712.7240;100990.9020;102326.0890;103710.2870;105145.9140;106619.8180;108089.1920;109498.6150;110808.0900;111996.3390;113071.1490;114057.6500;114996.0880;115914.6880;116823.9580;117711.1450;118554.1900;119320.9010;119990.5470;120553.2600;121023.5790;121434.6770;121832.9240;122251.1840;122703.0170;123177.5520;123653.4050;124097.6490;124486.7440;124814.9860;125091.5710;125325.6170;125531.6190;125720.3100;125893.6230;126048.3660;126184.1490;126299.4140;126392.9440;126464.7890;126515.4860;126544.6400;126551.7050;126535.9200;126497.2410;126434.6530;126345.2350;126225.2590;126071.9880;125884.7280;125663.9850;125409.8340;125122.7870;124803.6280;124452.6490;124070.9180;123661.1200;123226.6850;122770.5630;122294.4650;121799.5010;121287.3190;120759.4890;120217.5490;119663.1250;119097.7620;118522.7850;117939.4200;117348.9490;116752.6480;116151.9650;115548.5230;114944.0330;114340.0340;113737.5120;113137.4270;112541.1870;111950.2520;111365.7350;110788.2160;110217.8380;109654.6310;109098.3630;108548.6770;108005.7010;107469.0310;106937.0650;106407.6980;105879.3000;105351.5720;104824.5950;104297.6400;103769.9800;103241.3120;102711.6680;102181.8180;101653.2390;101127.9090;100607.6470;100093.5570;99586.6260;99088.5020;98600.9750;98125.7500;97663.5810;97215.6610;96784.5810;96373.3640;95984.1620;95618.1170;95274.8560;94953.0180;94650.3820;94365.1460;94096.7560;93845.1790;93609.6730;93389.4740;93183.8060;92992.0360;92813.3980;92646.8350;92491.1800;92345.4390;92208.8800;92081.0080;91961.4780;91850.0130;91746.3110;91650.0270;91560.7480;91477.9910;91401.2090;91329.7890
496;780.2000;793.8460;808.4940;823.8400;839.7360;856.1840;873.3500;891.5550;911.2390;932.9210;957.0440;983.8220;1013.1000;1044.2970;1076.5710;1109.3120;1142.2720;1175.6160;1209.6470;1244.8460;1281.5350;1319.8170;1359.4780;1400.1500;1441.3110;1482.5990;1523.9080;1565.3800;1607.2120;1649.7100;1693.1220;1736.9940;1781.2130;1826.7170;1874.7740;1926.0020;1981.1700;2039.2040;2096.6530;2148.8500;2192.5530;2226.4690;2251.8610;2271.2360;2288.3700;2306.1310;2325.3690;2345.6180;2366.8950;2388.8620;2411.3690;2434.5150;2458.8530;2485.1770;2514.4620;2547.3390;2584.1430;2624.5090;2667.4740;2711.6590;2756.0010;2800.1140;2844.0810;2887.8630;2931.5660;2975.2220;3018.6980;3061.7380;3104.1200;3145.5980;3185.9760;3225.1830;3263.1970;3299.9500;3335.3910;3369.5150;3402.3060;3433.8510;3464.3890;3494.2390;3523.6680;3552.7540;3581.5480;3610.2570;3639.1110;3668.2730;3697.8150;3727.7080;3757.8570;3788.1140;3818.3330;3848.4810;3878.5010;3908.1940;3937.3140;3965.6630;3993.1570;4019.7580;4045.3790;4069.9440;4093.3990;4115.7180;4136.9090;4157.0150;4176.1120;4194.2750;4211.5390;4227.9660;4243.7000;4258.9190;4273.7750;4288.3400;4302.6660;4316.8580;4331.0230;4345.2410;4359.5720;4374.0330;4388.6180;4403.2950;4418.0350;4432.8470;4447.7330;4462.6430;4477.5110;4492.2850;4506.9470;4521.4980;4535.9220;4550.2100;4564.3530;4578.3450;4592.1860;4605.8950;4619.4980;4633.0170;4646.4580;4659.8240;4673.1310;4686.4010;4699.6460;4712.8740;4726.0890;4739.2860;4752.4590;4765.6050;4778.7200;4791.8010;4804.8470;4817.8580;4830.8350
410;19211.3860;19304.6770;19566.7090;19978.8220;20520.2660;21168.2160;21897.4980;22680.8550;23489.7460;24295.6700;25074.1520;25808.9810;26495.9360;27144.3680;27772.6980;28395.1400;29009.2510;29610.3990;30208.6140;30816.7260;31443.0290;32094.4210;32766.5920;33442.9490;34099.9320;34721.5070;35299.3440;35840.8760;36364.8130;36898.1920;37459.5300;38054.6030;38674.2160;39303.5790;39920.9810;40509.9320;41066.8240;41594.3310;42089.8740;42552.0390;42980.3650;43372.5460;43729.2830;44057.2490;44365.8200;44662.1430;44949.6270;45227.7760;45495.2220;45749.0040;45987.6240;46210.5540;46420.8670;46624.8370;46830.6990;47044.1260;47267.7330;47499.3600;47733.9510;47963.9230;48183.5840;48391.3430;48588.3260;48774.7670;48951.6800;49119.7190;49278.3700;49426.7480;49564.7740;49692.4600;49809.7270;49916.2470;50011.6340;50095.6700;50168.1450;50228.7530;50277.2960;50313.2640;50335.6550;50343.2350;50335.0410;50310.7640;50270.3490;50213.4490;50139.7740;50049.2170;49941.8010;49817.8400;49677.9540;49522.9790;49353.7340;49170.7820;48974.7170;48766.4860;48547.1580;48317.7520;48079.0590;47831.8690;47577.2140;47316.1830;47049.7820;46778.8440;46504.0990;46226.3120;45946.2050;45664.4710;45381.7640;45098.7200;44815.9720;44534.1300;44253.7480;43975.3650;43699.4160;43426.1980;43155.9270;42888.8480;42625.3110;42365.7050;42110.3490;41859.5480;41613.6100;41372.7710;41137.3100;40907.6020;40684.0530;40466.9890;40256.6620;40053.1800;39856.5350;39666.6320;39483.4230;39306.8890;39137.1500;38974.4440;38819.0760;38671.2250;38530.9690;38398.1310;38272.3040;38152.9310;38039.5740;37932.0110;37830.2020;37734.2120;37644.1240;37559.9520;37481.6200;37408.9390;37341.6080;37279.2140;37221.2350
158;7561.8630;7806.9880;8053.6400;8307.4200;8572.6820;8852.5220;9148.7460;9461.9060;9791.4240;10135.7970;10493.2060;10862.1710;11242.1220;11633.6420;12037.7750;12453.9860;12884.4570;13325.2720;13762.5670;14178.0660;14559.4510;14899.3510;15203.1350;15486.8960;15773.9790;16080.8050;16412.5070;16762.5050;17121.2460;17474.1160;17810.1410;18127.5410;18428.8850;18712.7550;18978.4260;19225.8370;19453.3910;19661.8450;19856.5960;20045.0830;20232.7570;20422.1300;20612.1390;20800.3290;20982.6040;21156.2400;21319.9450;21475.4910;21626.7450;21779.1000;21936.0140;22098.7160;22264.7450;22429.2840;22585.5620;22728.3750;22856.6350;22970.8920;23069.6540;23151.6290;23216.2360;23262.5120;23291.3560;23306.5150;23313.1740;23315.3100;23314.1950;23309.5350;23301.8080;23291.0590;23277.2650;23260.9450;23242.2680;23220.3110;23193.7080;23161.3750;23122.9940;23078.5760;23027.7490;22970.1730;22905.5620;22833.7080;22754.4550;22667.6710;22573.2650;22471.2010;22361.5050;22244.2560;22119.5610;21987.5760;21848.5120;21702.5740;21550.0790;21391.5270;21227.5120;21058.5950;20885.1530;20707.5650;20526.4100;20342.3110;20155.8290;19967.3700;19777.2750;19585.9450;19393.7600;19201.0600;19008.1660;18815.3220;18622.6770;18430.3200;18238.3540;18046.9910;17856.4270;17666.7290;17477.9240;17290.0850;17103.3580;16917.9540;16734.0900;16552.0100;16371.9490;16194.1050;16018.6730;15845.8870;15675.9930;15509.2280;15345.7650;15185.8060;15029.6430;14877.6020;14729.9470;14586.8370;14448.3590;14314.5960;14185.6000;14061.4030;13942.0730;13827.6310;13717.9960;13613.0390;13512.6560;13416.7900;13325.4240;13238.5660;13156.2160;13078.3500;13004.9160;12935.8210;12870.9400;12810.1070;12753.1210
921;507072.4320;516353.9360;526010.3610;536093.8560;546642.1060;557678.3520;569210.6850;581232.7480;593725.8220;606662.3400;620016.3650;633774.7700;647947.0280;662569.4220;677693.1280;693349.3000;709582.2580;726370.2490;743601.3380;761120.4260;778832.2070;796671.8860;814716.7210;833185.8940;852383.3030;872521.3030;893680.4660;915779.2880;938668.1520;962120.1330;985965.3850;1010135.4090;1034661.9730;1059591.3710;1085007.5670;1110954.9050;1137423.7400;1164331.3870;1191559.9250;1218956.0320;1246395.8860;1273820.4830;1301210.3700;1328529.7680;1355754.2520;1382859.2390;1409819.6130;1436603.6910;1463176.9730;1489504.2730;1515562.7630;1541347.9830;1566870.6900;1592146.7130;1617201.2720;1642064.6660;1666714.5260;1691176.0040;1715582.9090;1740110.2280;1764872.2760;1789919.2370;1815184.4670;1840518.2490;1865705.9460;1890582.3240;1915090.3380;1939242.6680;1963026.8630;1986450.0600;2009512.3570;2032190.1230;2054450.3210;2076275.7370;2097650.9750;2118563.0430;2138997.7480;2158946.4340;2178409.5470;2197392.2300;2215896.9810;2233917.5950;2251445.6780;2268479.1020;2285016.4450;2301054.4760;2316588.4950;2331610.3100;2346108.6500;2360070.1210;2373482.6870;2386340.0660;2398636.0200;2410358.8030;2421495.5180;2432036.0240;2441974.3260;2451308.3060;2460037.0790;2468161.8490;2475683.9620;2482604.1460;2488922.7100;2494640.9000;2499760.4280;2504284.4390;2508217.1810;2511565.1090;2514336.8930;2516542.8640;2518193.3570;2519298.2770;2519866.8970;2519908.8070;2519433.7520;2518452.8300;2516977.8380;2515023.0980;2512605.7390;2509744.7340;2506458.2670;2502762.3780;2498671.9560;2494202.9950;2489371.4660;2484193.7380;2478685.5680;2472864.1290;2466748.9280;2460360.5050;2453718.1170;2446837.8500;2439734.5980;2432424.7100;2424924.2780;2417248.4240;2409411.6770;2401426.9180;2393305.2540;2385056.5670;2376690.9880;2368219.4000;2359653.2600;2351004.1940;2342283.5080;2333501.7620;2324668.6260;2315792.7750;2306881.8770;2297942.6060;2288980.6580
5500;17499.4950;17860.8910;18346.5280;18927.5110;19580.5610;20288.0060;21038.0560;21824.5330;22646.1000;23504.9620;24403.0000;25337.6180;26298.1300;27264.2150;28210.2960;29118.4900;29978.0600;30793.8400;31582.9510;32371.3390;33177.4850;34008.4300;34857.4010;35712.7570;36556.8460;37377.9960;38171.9920;38946.3880;39715.4380;40499.2050;41312.0800;42154.2740;43020.2850;43911.1200;44826.7380;45763.9280;46725.7850;47703.6490;48667.9100;49579.6920;50410.9020;51151.5610;51808.3610;52391.1190;52917.0870;53400.7590;53846.8350;54256.8430;54639.4550;55004.3710;55361.3800;55712.4710;56065.2900;56441.5480;56867.9370;57362.6790;57936.2670;58582.4080;59281.2350;60003.1150;60725.9240;61441.8560;62155.2830;62870.5520;63596.3090;64337.6660;65094.1650;65858.8650;66622.7400;67374.0030;68103.6480;68808.2100;69488.0690;70142.9670;70774.0430;71382.3650;71967.1960;72528.2030;73067.6720;73588.7930;74094.2450;74584.7190;75060.7190;75524.5060;75978.6720;76425.0780;76864.5850;77296.9520;77721.4560;78136.7830;78541.7010;78935.9720;79319.1520;79689.4720;80044.7310;80383.1370;80704.0170;81007.0330;81291.1850;81555.4880;81799.2990;82022.2850;82224.6740;82407.2110;82571.0260;82717.1740;82846.1110;82958.3520;83055.1310;83137.9050;83207.9460;83266.0140;83312.7100;83348.9360;83375.5880;83393.4310;83403.1080;83405.0380;83399.4480;83386.4150;83366.0380;83338.7120;83304.7640;83264.1330;83216.6510;83162.2770;83101.2240;83033.9080;82960.7650;82882.3100;82799.0470;82711.3400;82619.5610;82524.2600;82426.0340;82325.4300;82222.8460;82118.6540;82013.3610;81907.4790;81801.4600;81695.6460;81590.2910;81485.5850;81381.6760;81278.7020;81176.8000;81076.1070;80976.7640;80878.9130;80782.7030
398;6702.9960;6831.1580;7041.6050;7315.5070;7636.7650;7992.0020;8370.6740;8764.9610;9169.4840;9580.8090;9995.9970;10411.0400;10819.5030;11211.9380;11577.5370;11909.0010;12200.8910;12455.3660;12682.4520;12897.0250;13109.9920;13325.3420;13540.3010;13751.0190;13950.9870;14136.0060;14304.9470;14461.2770;14610.8100;14761.5080;14918.9910;15082.1860;15248.4600;15419.4540;15596.9210;15780.0020;15972.3580;16167.9180;16344.2940;16471.8230;16530.0000;16513.4800;16430.9030;16293.8000;16120.1170;15925.8530;15712.5440;15484.6860;15265.1890;15082.3720;14956.6940;14897.6660;14901.6690;14959.0720;15053.4920;15171.8050;15312.3330;15476.0930;15655.3450;15841.0960;16026.3670;16206.7500;16381.2970;16550.9750;16718.6090;16886.0640;17052.6870;17216.4310;17376.2970;17531.1120;17680.0240;17822.8490;17959.7280;18090.6250;18215.6310;18335.0370;18448.8810;18557.7880;18663.4190;18767.9170;18872.9940;18979.2080;19086.7260;19196.3560;19308.8840;19424.7950;19544.4150;19667.5080;19793.2210;19920.2990;20047.6610;20174.9830;20301.9900;20427.6890;20550.9270;20670.7970;20786.8700;20899.0040;21006.9710;21110.6580;21210.0400;21305.0570;21395.8220;21482.7650;21566.4790;21647.5250;21726.1220;21802.5670;21877.5990;21952.0980;22026.7710;22101.9430;22177.7540;22254.4600;22332.2630;22411.2800;22491.6420;22573.3150;22656.0100;22739.3000;22822.8100;22906.4280;22990.0510;23073.3240;23155.8330;23237.2430;23317.3760;23396.1620;23473.5310;23549.4590;23623.9350;23696.9070;23768.3460;23838.2950;23906.8350;23974.0440;24039.9460;24104.5860;24168.1040;24230.6690;24292.4220;24353.4500;24413.7990;24473.4860;24532.5230;24590.9340;24648.7620;24706.0730;24762.9540;24819.5190;24875.9020
